type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1,0.520661157,-0.405063291,-0.409638554,-0.886503067,-0.747508306,-0.965277778,-0.811059908,-0.42201658,-0.100775194,-0.483146067,0.362318841,4
1,0.074380165,-0.481012658,-0.493975904,-0.944785276,-0.322259136,-0.965277778,-0.963133641,-0.526123,-0.271317829,-0.550561798,-0.565217391,4
-1,-0.537190083,-0.594936709,-0.43373494,-0.539877301,-0.820598007,-0.819444444,-0.230414747,-0.552342394,-0.286821705,-0.617977528,-0.710144928,3
-1,-0.272727273,-0.227848101,-0.457831325,-0.852760736,-0.930232558,-0.902777778,-0.483870968,-0.680354733,-0.348837209,-0.865168539,-0.536231884,3
-1,-0.619834711,-0.620253165,-0.43373494,-0.975460123,-0.867109635,-0.659722222,-0.165898618,-0.784461153,-0.271317829,-0.741573034,-0.565217391,3
-1,-0.669421488,-0.620253165,-0.722891566,-0.972392638,-0.916943522,-0.75,-0.470046083,-0.938307307,-0.627906977,-0.865168539,0.188405797,4
-1,-0.32231405,-0.683544304,-0.578313253,-0.812883436,-0.900332226,-0.854166667,-0.732718894,-0.748987854,-0.674418605,-0.696629213,-0.217391304,3
1,-0.157024793,-0.607594937,-0.313253012,-0.957055215,-0.661129568,-0.826388889,-0.6359447,-0.614806246,-0.162790698,-0.651685393,-0.507246377,3
-1,-0.504132231,-0.860759494,-0.674698795,-0.754601227,-0.88372093,-0.694444444,-0.548387097,-0.713514556,-0.255813953,-0.831460674,-0.449275362,4
1,-0.173553719,-0.53164557,-0.421686747,-0.95398773,-0.707641196,-0.736111111,-0.359447005,-0.599383073,-0.503875969,-0.08988764,-0.623188406,3
-1,-0.570247934,-0.64556962,-0.481927711,-0.800613497,-0.880398671,-0.590277778,-0.00921659,-0.68806632,-0.426356589,-0.741573034,-0.594202899,4
-1,0.719008264,-0.658227848,-0.409638554,-0.984662577,-0.906976744,-0.777777778,-0.30875576,-0.811451706,-0.333333333,-0.640449438,-0.101449275,4
-1,-0.289256198,-0.632911392,-0.409638554,-0.800613497,-0.890365449,-0.854166667,-0.456221198,-0.718912666,-0.348837209,-0.786516854,-0.188405797,4
1,-0.58677686,-0.278481013,-0.662650602,-0.95398773,-0.870431894,-0.916666667,-0.801843318,-0.744360902,0.069767442,-0.573033708,0.391304348,3
-1,-0.421487603,-0.670886076,-0.602409639,-0.470858896,-0.867109635,-0.71875,-0.129032258,-0.50298824,-0.472868217,-0.752808989,-0.68115942,5
-1,-0.520661157,-0.683544304,-0.686746988,-0.604294479,-0.830564784,-0.659722222,-0.30875576,-0.586273376,0.03875969,-0.730337079,-0.449275362,4
-1,-0.487603306,-0.493670886,-0.795180723,-0.622699387,-0.920265781,-0.597222222,-0.170506912,-0.597840756,-0.441860465,-0.696629213,-0.594202899,3
-1,-0.305785124,-0.227848101,-0.542168675,-0.647239264,-0.029900332,-0.840277778,-0.013824885,-0.529978793,-0.658914729,-0.707865169,-0.652173913,3
1,-0.652892562,-0.759493671,-0.746987952,-0.966257669,-0.880398671,-0.611111111,-0.405529954,-0.75708502,-0.069767442,-0.752808989,-0.565217391,3
1,-0.173553719,-0.696202532,-0.34939759,-0.941717791,-0.754152824,-0.833333333,-0.764976959,-0.568536726,0.03875969,-0.640449438,-0.652173913,3
1,0.107438017,-0.696202532,-0.43373494,-0.95398773,-0.810631229,-0.965277778,-0.917050691,-0.587815693,-0.333333333,-0.235955056,-0.130434783,5
-1,-0.371900826,-0.620253165,-0.698795181,-0.886503067,-0.850498339,-0.854166667,-0.516129032,-0.672643146,-0.379844961,-0.696629213,-0.652173913,3
1,-0.438016529,-0.474683544,-0.56626506,-0.957055215,-0.760797342,-0.916666667,-0.820276498,-0.610950453,0.178294574,-0.528089888,-0.652173913,3
-1,-0.371900826,-0.708860759,-0.590361446,-0.969325153,-0.887043189,-0.840277778,-0.433179724,-0.770965876,-0.379844961,-0.460674157,-0.304347826,3
-1,-0.438016529,-0.620253165,-0.686746988,-0.972392638,-0.893687708,-0.6875,-0.207373272,-0.829188356,-0.271317829,-0.617977528,-0.043478261,4
-1,-0.371900826,-0.746835443,-0.626506024,-0.975460123,-0.873754153,-0.722222222,-0.373271889,-0.7574706,0.100775194,-0.651685393,-0.391304348,4
-1,-0.553719008,-0.632911392,-0.361445783,-0.966257669,-0.897009967,-0.722222222,-0.142857143,-0.80374012,-0.162790698,-0.584269663,-0.304347826,5
-1,-0.454545455,-0.772151899,-0.686746988,-0.978527607,-0.893687708,-0.868055556,-0.700460829,-0.788316946,-0.503875969,-0.415730337,-0.449275362,4
-1,-0.537190083,-0.721518987,-0.578313253,-0.975460123,-0.863787375,-0.847222222,-0.64516129,-0.881241565,-0.302325581,-0.707865169,0.15942029,5
1,0.05785124,-0.569620253,-0.421686747,-0.95398773,-0.857142857,-0.972222222,-0.986175115,-0.711972238,-0.255813953,-0.471910112,0.188405797,5
-1,-0.537190083,-0.481012658,-0.674698795,-0.690184049,-0.664451827,-0.868055556,-0.552995392,-0.629458261,-0.441860465,-0.786516854,-0.710144928,4
1,-0.504132231,-0.253164557,-0.927710843,-0.834355828,-0.830564784,-0.930555556,-0.944700461,-0.649508386,0.069767442,-0.584269663,-0.188405797,5
-1,-0.421487603,-0.696202532,-0.590361446,-0.54601227,-0.863787375,-0.743055556,-0.225806452,-0.568536726,-0.519379845,-0.775280899,-0.710144928,4
-1,-0.537190083,-0.594936709,-0.590361446,-0.782208589,-0.88372093,-0.569444444,-0.050691244,-0.685752844,-0.224806202,-0.707865169,-0.507246377,4
-1,-0.619834711,-0.721518987,-0.397590361,-0.81595092,-0.880398671,-0.798611111,-0.465437788,-0.72855215,-0.224806202,-0.696629213,-0.449275362,4
-1,-0.20661157,-0.582278481,-0.590361446,-0.656441718,-0.833887043,-0.715277778,0.078341014,-0.548486601,-0.302325581,-0.662921348,-0.420289855,4
-1,-0.454545455,-0.46835443,-0.759036145,-0.932515337,-0.903654485,-0.8125,-0.525345622,-0.900906111,-0.209302326,-0.719101124,0.565217391,4
-1,-0.041322314,-0.683544304,-0.34939759,-0.978527607,-0.897009967,-0.895833333,-0.290322581,-0.742047426,-0.658914729,-0.764044944,-0.275362319,3
-1,-0.504132231,-0.670886076,-0.65060241,-0.653374233,-0.857142857,-0.631944444,-0.290322581,-0.678041257,-0.519379845,-0.595505618,-0.304347826,4
-1,-0.454545455,-0.746835443,-0.674698795,-0.72392638,-0.906976744,-0.875,-0.543778802,-0.717370349,-0.503875969,-0.831460674,-0.275362319,5
-1,-0.520661157,-0.430379747,-0.638554217,-0.855828221,-0.910299003,-0.819444444,-0.267281106,-0.841526894,-0.379844961,-0.730337079,0.217391304,4
1,-0.404958678,-0.189873418,-0.795180723,-0.852760736,-0.471760797,-0.645833333,-0.576036866,-0.604781184,-0.131782946,-0.685393258,-0.565217391,3
-1,-0.537190083,-0.797468354,-0.638554217,-0.969325153,-0.916943522,-0.902777778,-0.668202765,-0.811451706,0.023255814,-0.752808989,-0.072463768,4
-1,-0.768595041,-0.569620253,-0.554216867,-0.828220859,-0.926910299,-0.715277778,-0.414746544,-0.859263543,-0.178294574,-0.786516854,0.304347826,4
-1,-0.454545455,-0.784810127,-0.518072289,-0.57208589,-0.873754153,-0.680555556,-0.30875576,-0.524195103,-0.03875969,-0.370786517,-0.68115942,4
1,-0.454545455,-0.240506329,-1,-0.963190184,-0.784053156,-0.895833333,-0.870967742,-0.610950453,0.162790698,-0.460674157,-0.449275362,4
1,-0.05785124,0.088607595,-0.686746988,-0.960122699,-0.76744186,-0.916666667,-0.898617512,-0.614035088,-0.178294574,-0.550561798,-0.420289855,3
-1,-0.520661157,-0.658227848,-0.168674699,-0.981595092,-0.445182724,-0.756944444,-0.539170507,-0.777520725,-0.627906977,-0.764044944,-0.652173913,4
-1,-0.669421488,-0.670886076,-0.78313253,-0.981595092,-0.926910299,-0.729166667,-0.502304147,-0.857721226,0.085271318,-0.797752809,-0.130434783,5
1,-0.454545455,-0.455696203,-0.493975904,-0.849693252,-0.794019934,-0.8125,-0.437788018,-0.60709466,0.085271318,-0.449438202,-0.275362319,3
1,0.289256198,-0.265822785,-0.204819277,-0.950920245,-0.784053156,-0.9375,-0.811059908,-0.472141893,-0.178294574,-0.606741573,-0.710144928,1
-1,-0.305785124,-0.569620253,-0.698795181,-0.82208589,-0.913621262,-0.743055556,-0.552995392,-0.831501832,-0.705426357,-0.988764045,0.217391304,4
-1,-0.504132231,-0.64556962,-0.518072289,-0.343558282,-0.870431894,-0.673611111,-0.258064516,-0.464430307,-0.674418605,-0.685393258,-0.797101449,3
-1,-0.768595041,-0.575949367,-0.759036145,-0.966257669,-0.920265781,-0.888888889,-0.686635945,-0.887796414,-0.03875969,-0.707865169,0.246376812,4
-1,-0.421487603,-0.759493671,-0.674698795,-0.59202454,-0.840531561,-0.694444444,-0.313364055,-0.577405051,-0.658914729,-0.786516854,-0.768115942,6
-1,-0.504132231,-0.772151899,-0.638554217,-0.625766871,-0.823920266,-0.875,-0.239631336,-0.577019472,-0.565891473,-0.662921348,-0.710144928,5
-1,-0.371900826,-0.835443038,-0.590361446,-0.733128834,-0.823920266,-0.729166667,-0.447004608,-0.634085213,-0.240310078,-0.808988764,-0.536231884,3
-1,-0.58677686,-0.518987342,-0.795180723,-0.748466258,-0.764119601,-0.659722222,-0.050691244,-0.578947368,0.162790698,-0.505617978,-0.594202899,2
-1,-0.570247934,-0.607594937,-0.626506024,-0.622699387,-0.880398671,-0.625,-0.285714286,-0.678041257,-0.534883721,-0.584269663,-0.362318841,3
-1,-0.636363636,-0.594936709,-0.638554217,-0.960122699,-0.920265781,-0.722222222,-0.373271889,-0.922498554,-0.11627907,-0.775280899,0.391304348,5
-1,-0.289256198,-0.784810127,-0.469879518,-0.585889571,-0.853820598,-0.708333333,-0.359447005,-0.47985348,-0.131782946,-0.404494382,-0.768115942,6
1,-0.05785124,-0.53164557,-0.373493976,-0.957055215,-0.757475083,-0.965277778,-0.907834101,-0.580104106,-0.286821705,-0.674157303,-0.565217391,3
-1,-0.371900826,-0.784810127,-0.578313253,-0.969325153,-0.873754153,-0.708333333,-0.31797235,-0.7574706,-0.007751938,-0.471910112,-0.101449275,4
1,-0.272727273,-0.075949367,-0.746987952,-0.966257669,-0.784053156,-0.972222222,-0.967741935,-0.626373626,-0.255813953,-0.662921348,-0.565217391,3
-1,-0.702479339,-0.848101266,-0.602409639,-0.929447853,-0.88372093,-0.861111111,-0.69124424,-0.928667823,-0.302325581,-0.887640449,0.420289855,6
-1,-0.157024793,-0.569620253,-0.590361446,-0.969325153,-0.843853821,-0.916666667,-0.216589862,-0.71120108,-0.348837209,-0.719101124,-0.507246377,3
-1,-0.47107438,-0.64556962,-0.686746988,-0.966257669,-0.890365449,-0.770833333,-0.428571429,-0.79217274,0.100775194,-0.685393258,-0.217391304,6
-1,-0.58677686,-0.658227848,-0.554216867,-0.77607362,-0.873754153,-0.604166667,-0.036866359,-0.679583574,-0.271317829,-0.707865169,-0.565217391,4
-1,-0.669421488,-0.620253165,-0.542168675,-0.86809816,-0.900332226,-0.854166667,-0.631336406,-0.902834008,-0.209302326,-0.595505618,0.47826087,5
1,-0.190082645,-0.113924051,-0.710843373,-0.941717791,-0.279069767,-0.972222222,-0.958525346,-0.53769038,-0.069767442,-0.573033708,-0.710144928,4
-1,-0.553719008,-0.582278481,-0.638554217,-0.901840491,-0.910299003,-0.770833333,-0.622119816,-0.877771351,-0.178294574,-0.539325843,0.304347826,5
-1,-0.537190083,-0.53164557,-0.43373494,-0.819018405,-0.827242525,-0.847222222,-0.33640553,-0.680354733,-0.348837209,-0.741573034,-0.536231884,4
-1,-0.371900826,-0.607594937,-0.373493976,-0.613496933,-0.890365449,-0.583333333,-0.34562212,-0.565066512,-0.596899225,-0.719101124,-0.68115942,4
-1,-0.47107438,-0.64556962,-0.56626506,-0.987730061,-0.913621262,-0.951388889,-0.705069124,-0.892423366,-0.426356589,-0.730337079,0.188405797,4
-1,-0.272727273,-0.772151899,-0.409638554,-0.984662577,-0.920265781,-0.8125,-0.65437788,-0.799884326,-0.565891473,-0.483146067,-0.304347826,5
-1,-0.603305785,-0.594936709,-0.397590361,-0.819018405,-0.870431894,-0.583333333,-0.170506912,-0.703489493,-0.271317829,-0.741573034,-0.536231884,3
-1,-0.487603306,-0.64556962,-0.518072289,-0.766871166,-0.910299003,-0.902777778,-0.589861751,-0.718912666,-0.302325581,-0.876404494,-0.362318841,3
-1,-0.652892562,-0.64556962,-0.590361446,-0.90797546,-0.897009967,-0.659722222,-0.133640553,-0.842298053,-0.085271318,-0.662921348,0.043478261,4
1,-0.537190083,-0.278481013,-0.975903614,-0.95398773,-0.647840532,-0.965277778,-0.953917051,-0.636398689,0.023255814,-0.471910112,-0.565217391,3
-1,-0.73553719,-0.329113924,-0.807228916,-0.935582822,-0.910299003,-0.770833333,-0.437788018,-0.944090997,-0.255813953,-0.651685393,0.507246377,6
-1,-0.454545455,-0.670886076,-0.638554217,-0.957055215,-0.926910299,-0.916666667,-0.437788018,-0.823019086,-0.271317829,-0.696629213,-0.014492754,3
-1,-0.537190083,-0.721518987,-0.722891566,-0.487730061,-0.873754153,-0.75,-0.483870968,-0.539232697,-0.441860465,-0.730337079,-0.768115942,4
-1,-0.537190083,0.14556962,-0.771084337,-0.993865031,-0.870431894,-0.888888889,-0.087557604,-0.7574706,-0.03875969,-0.617977528,-0.420289855,3
-1,-0.190082645,-0.708860759,-0.614457831,-0.607361963,-0.88372093,-0.763888889,-0.248847926,-0.512627723,-0.379844961,-0.719101124,-0.768115942,5
1,-0.504132231,-0.544303797,-0.614457831,-0.963190184,-0.80730897,-0.979166667,-0.99078341,-0.78060536,-0.007751938,-0.629213483,0.391304348,5
1,-0.619834711,-0.329113924,-0.903614458,-0.960122699,-0.774086379,-0.840277778,-0.820276498,-0.684981685,0.364341085,-0.483146067,-0.333333333,4
-1,-0.570247934,-0.721518987,-0.590361446,-0.975460123,-0.953488372,-0.618055556,-0.497695853,-0.904761905,-0.286821705,-0.460674157,0.072463768,4
-1,-0.487603306,-0.696202532,-0.56626506,-0.380368098,-0.926910299,-0.729166667,-0.387096774,-0.599383073,-0.255813953,-0.876404494,-0.130434783,4
-1,-0.421487603,-0.683544304,-0.56626506,-0.95398773,-0.916943522,-0.798611111,-0.211981567,-0.855793329,-0.178294574,-0.797752809,0.130434783,6
-1,-0.636363636,-0.746835443,-0.686746988,-0.809815951,-0.867109635,-0.854166667,-0.599078341,-0.78060536,-0.333333333,-0.775280899,-0.130434783,4
-1,-0.289256198,-0.367088608,-0.43373494,-0.984662577,-0.906976744,-0.847222222,-0.447004608,-0.742047426,-0.240310078,-0.775280899,-0.15942029,3
-1,-0.388429752,-0.556962025,-0.421686747,-0.63803681,-0.843853821,-0.583333333,-0.214285714,-0.578947368,-0.612403101,-0.662921348,-0.768115942,3
-1,-0.553719008,-0.721518987,-0.771084337,-0.984662577,-0.817275748,-0.756944444,-0.147465438,-0.774050511,-0.488372093,-0.685393258,-0.565217391,4
-1,-0.768595041,-0.607594937,-0.759036145,-0.944785276,-0.940199336,-0.819444444,-0.488479263,-0.932523617,0.302325581,-0.741573034,0.449275362,5
-1,-0.504132231,-0.620253165,-0.578313253,-0.932515337,-0.903654485,-0.9375,-0.271889401,-0.842298053,-0.426356589,-0.651685393,0.15942029,4
-1,-0.570247934,-0.658227848,-0.614457831,-0.880368098,-0.23255814,-0.583333333,-0.225806452,-0.703489493,-0.379844961,-0.707865169,-0.594202899,3
-1,-0.421487603,-0.721518987,-0.518072289,-0.56595092,-0.890365449,-0.697916667,-0.430875576,-0.510699826,-0.007751938,-0.786516854,-0.68115942,5
1,0.024793388,-0.291139241,-0.710843373,-0.950920245,-0.76744186,-0.875,-0.760368664,-0.53769038,-0.286821705,-0.617977528,-0.391304348,4
-1,-0.537190083,-0.449367089,-0.542168675,-0.736196319,-0.837209302,-0.548611111,0.092165899,-0.567379988,-0.209302326,-0.640449438,-0.68115942,4
1,-0.190082645,-0.126582278,-1,-0.920245399,-0.750830565,-0.916666667,-0.875576037,-0.533834586,-0.007751938,-0.741573034,-0.594202899,3
-1,-0.537190083,-0.594936709,-0.686746988,-0.877300613,-0.926910299,-0.826388889,-0.474654378,-0.812222865,0.054263566,-0.426966292,0.304347826,5
-1,-0.702479339,-0.670886076,-0.397590361,-0.668711656,-0.933554817,-0.833333333,-0.599078341,-0.723539618,-0.209302326,-0.696629213,-0.275362319,4
-1,-0.504132231,-0.569620253,-0.168674699,-0.978527607,-0.837209302,-0.923611111,-0.239631336,-0.76903798,-0.472868217,-0.719101124,-0.507246377,3
-1,-0.338842975,-0.620253165,-0.65060241,-0.501533742,-0.850498339,-0.847222222,-0.405529954,-0.510699826,-0.317829457,-0.820224719,-0.710144928,4
-1,-0.239669421,-0.746835443,-0.542168675,-0.656441718,-0.84717608,-0.652777778,-0.244239631,-0.487565067,-0.03875969,-0.325842697,-0.739130435,4
1,-0.487603306,-0.430379747,-0.86746988,-0.944785276,-0.887043189,-0.965277778,-0.97235023,-0.752072489,-0.100775194,-0.516853933,-0.014492754,4
-1,-0.520661157,-0.670886076,-0.385542169,-0.773006135,-0.823920266,-0.659722222,-0.133640553,-0.678426836,-0.364341085,-0.685393258,-0.536231884,3
-1,-0.768595041,-0.803797468,-0.602409639,-0.969325153,-0.936877076,-0.916666667,-0.755760369,-0.898207056,-0.100775194,-0.303370787,0.130434783,6
-1,-0.520661157,-0.708860759,-0.698795181,-0.969325153,-0.910299003,-0.8125,-0.368663594,-0.789859264,-0.100775194,-0.640449438,-0.333333333,4
-1,-0.504132231,-0.683544304,-0.674698795,-0.690184049,-0.777408638,-0.680555556,-0.31797235,-0.63022942,-0.488372093,-0.820224719,-0.710144928,3
-1,-0.603305785,-0.632911392,-0.722891566,-0.63803681,-0.870431894,-0.777777778,-0.101382488,-0.652593021,-0.395348837,-0.617977528,-0.449275362,4
-1,-0.520661157,-0.797468354,-0.614457831,-0.634969325,-0.913621262,-0.881944444,-0.30875576,-0.631771737,-0.751937984,-0.842696629,-0.710144928,4
-1,-0.487603306,-0.632911392,-0.807228916,-0.809815951,-0.916943522,-0.555555556,-0.050691244,-0.67649894,-0.441860465,-0.808988764,-0.710144928,4
-1,-0.553719008,-0.462025316,-0.518072289,-0.616564417,-0.903654485,-0.597222222,0.082949309,-0.5839599,-0.209302326,-0.606741573,-0.710144928,3
-1,-0.338842975,-0.696202532,-0.78313253,-0.812883436,-0.877076412,-0.777777778,-0.290322581,-0.645652593,-0.255813953,-0.617977528,-0.47826087,4
1,-0.504132231,-0.139240506,-0.891566265,-0.898773006,-0.803986711,-0.902777778,-0.894009217,-0.686524002,0.069767442,-0.662921348,-0.101449275,2
-1,-0.454545455,-0.810126582,-0.590361446,-0.987730061,-0.920265781,-0.819444444,-0.69124424,-0.898592635,-0.19379845,-0.786516854,0.217391304,4
-1,-0.438016529,-0.493670886,-0.253012048,-0.687116564,-0.893687708,-0.520833333,-0.156682028,-0.59552728,-0.441860465,-0.696629213,-0.826086957,2
-1,-0.355371901,-0.607594937,-0.722891566,-0.957055215,-0.800664452,-0.805555556,-0.410138249,-0.741276268,-0.395348837,-0.550561798,-0.47826087,3
1,0.338842975,-0.53164557,-0.168674699,-0.947852761,-0.77076412,-0.923611111,-0.917050691,-0.66493156,-0.565891473,-0.516853933,0.391304348,4
-1,-0.537190083,-0.683544304,-0.602409639,-0.757668712,-0.890365449,-0.805555556,-0.377880184,-0.678041257,-0.131782946,-0.573033708,-0.304347826,3
-1,-0.669421488,-0.658227848,-0.674698795,-0.641104294,-0.880398671,-0.625,-0.244239631,-0.610950453,-0.131782946,-0.775280899,-0.623188406,4
-1,-0.520661157,-0.696202532,-0.614457831,-0.742331288,-0.953488372,-0.868055556,-0.525345622,-0.787545788,-0.03875969,-0.853932584,0.333333333,4
-1,-0.570247934,-0.841772152,-0.65060241,-0.838957055,-0.890365449,-0.840277778,-0.571428571,-0.811451706,-0.209302326,-0.887640449,0.15942029,5
-1,-0.553719008,-0.721518987,-0.771084337,-0.984662577,-0.817275748,-0.756944444,-0.147465438,-0.774050511,-0.488372093,-0.685393258,-0.565217391,4
1,-0.570247934,-0.278481013,-0.975903614,-0.963190184,-0.80730897,-0.979166667,-0.976958525,-0.61866204,0.147286822,-0.483146067,-0.565217391,3
1,-0.008264463,0.569620253,-0.590361446,-0.957055215,-0.76744186,-0.784722222,-0.331797235,-0.580104106,-0.333333333,-0.651685393,-0.565217391,3
1,-0.157024793,-0.721518987,-0.421686747,-0.963190184,-0.774086379,-0.805555556,-0.751152074,-0.626373626,0.03875969,-0.651685393,-0.594202899,4
-1,-0.520661157,-0.607594937,-0.903614458,-0.978527607,-0.903654485,-0.604166667,-0.350230415,-0.80374012,-0.286821705,-0.730337079,-0.420289855,3
1,-0.272727273,-0.708860759,-0.493975904,-0.960122699,-0.800664452,-0.944444444,-0.949308756,-0.743589744,-0.240310078,-0.640449438,0.246376812,4
-1,-0.570247934,-0.607594937,-0.626506024,-0.622699387,-0.880398671,-0.625,-0.285714286,-0.678041257,-0.534883721,-0.584269663,-0.362318841,3
1,-0.454545455,-0.417721519,-0.759036145,-0.960122699,-0.774086379,-0.8125,-0.778801843,-0.672643146,0.007751938,-0.528089888,-0.304347826,4
-1,-0.603305785,-0.506329114,-0.710843373,-0.871165644,-0.906976744,-0.694444444,-0.391705069,-0.821476769,-0.209302326,-0.764044944,-0.072463768,5
1,-0.008264463,-0.367088608,-0.590361446,-0.947852761,-0.717607973,-0.9375,-0.820276498,-0.555427029,-0.19379845,-0.573033708,-0.507246377,5
-1,-0.371900826,-0.696202532,-0.469879518,-0.901840491,-0.906976744,-0.666666667,-0.35483871,-0.846153846,-0.472868217,-0.831460674,0.043478261,4
1,-0.438016529,-0.379746835,-0.710843373,-0.950920245,-0.797342193,-0.972222222,-0.861751152,-0.657219973,-0.054263566,-0.707865169,-0.594202899,3
-1,-0.504132231,-0.64556962,-0.578313253,-0.947852761,-0.890365449,-0.895833333,-0.6359447,-0.865432813,-0.271317829,-0.617977528,0.275362319,4
-1,-0.454545455,-0.544303797,-0.554216867,-0.871165644,-0.966777409,-0.736111111,-0.502304147,-0.874686717,-0.441860465,-0.696629213,0.362318841,5
1,-0.338842975,-0.278481013,-0.891566265,-0.947852761,-0.813953488,-0.770833333,-0.820276498,-0.727780991,0.147286822,-0.415730337,0.362318841,6
-1,-0.537190083,-0.310126582,-0.951807229,-0.941717791,-0.926910299,-0.673611111,-0.516129032,-0.865432813,-0.348837209,-0.887640449,0.130434783,3
1,-0.123966942,-0.430379747,-0.578313253,-0.944785276,-0.764119601,-0.847222222,-0.668202765,-0.553113553,0.023255814,-0.550561798,-0.565217391,3
-1,-0.47107438,-0.708860759,-0.662650602,-0.935582822,-0.853820598,-0.895833333,-0.603686636,-0.745132061,-0.286821705,-0.617977528,-0.623188406,3
-1,-0.454545455,-0.594936709,-0.638554217,-0.714723926,-0.893687708,-0.569444444,-0.142857143,-0.641025641,-0.379844961,-0.696629213,-0.362318841,4
-1,-0.487603306,-0.772151899,-0.542168675,-0.76993865,-0.867109635,-0.701388889,-0.216589862,-0.66493156,-0.100775194,-0.640449438,-0.47826087,4
-1,-0.636363636,-0.873417722,-0.710843373,-0.984662577,-0.893687708,-0.902777778,-0.728110599,-0.784461153,0.379844961,-0.561797753,-0.333333333,5
-1,-0.636363636,-0.670886076,-0.78313253,-0.803680982,-0.84717608,-0.659722222,-0.133640553,-0.660690187,-0.240310078,-0.764044944,-0.710144928,3
1,0.008264463,-0.556962025,-0.337349398,-0.95398773,-0.823920266,-0.972222222,-0.963133641,-0.614806246,-0.162790698,-0.359550562,-0.246376812,3
1,0.338842975,-0.493670886,-0.21686747,-0.952453988,-0.803986711,-0.958333333,-0.903225806,-0.54925776,-0.472868217,-0.483146067,-0.043478261,4
-1,-0.669421488,-0.620253165,-0.602409639,-0.911042945,-0.920265781,-0.833333333,-0.493087558,-0.866589551,-0.255813953,-0.752808989,0.072463768,4
1,-0.305785124,-0.278481013,-0.722891566,-0.920245399,-0.787375415,-0.888888889,-0.479262673,-0.628301523,-0.162790698,-0.606741573,-0.623188406,3
-1,-0.58677686,-0.569620253,-0.373493976,-0.825153374,-0.873754153,-0.569444444,-0.170506912,-0.703103914,-0.286821705,-0.752808989,-0.536231884,3
1,-0.537190083,-0.265822785,-0.975903614,-0.957055215,-0.823920266,-0.75,-0.783410138,-0.744360902,-0.023255814,-0.393258427,0.043478261,5
-1,-0.685950413,-0.493670886,-0.578313253,-0.86196319,-0.943521595,-0.888888889,-0.506912442,-0.868517447,-0.286821705,-0.494382022,0.275362319,4
1,0.289256198,-0.398734177,-0.518072289,-0.975460123,-0.727574751,-0.965277778,-0.898617512,-0.617119722,-0.457364341,-0.516853933,-0.41062802,4
-1,-0.404958678,-0.64556962,-0.409638554,-0.972392638,-0.916943522,-0.868055556,-0.447004608,-0.819163293,-0.596899225,-0.808988764,-0.246376812,4
1,-0.388429752,-0.278481013,-0.975903614,-0.938650307,-0.774086379,-0.930555556,-0.866359447,-0.673799884,-0.007751938,-0.550561798,-0.188405797,4
-1,-0.47107438,-0.721518987,-0.626506024,-0.935582822,-0.930232558,-0.722222222,-0.400921659,-0.896279159,-0.317829457,-0.831460674,0.362318841,5
-1,-0.388429752,-0.632911392,-0.192771084,-0.76993865,-0.906976744,-0.638888889,-0.262672811,-0.634085213,-0.720930233,-0.786516854,-0.739130435,4
-1,-0.338842975,-0.746835443,-0.662650602,-0.705521472,-0.850498339,-0.465277778,-0.170506912,-0.61866204,-0.348837209,-0.730337079,-0.420289855,4
1,-0.487603306,-0.202531646,-0.975903614,-0.960122699,-0.77076412,-0.881944444,-0.889400922,-0.614035088,0.054263566,-0.404494382,-0.47826087,3
1,-0.421487603,-0.379746835,-0.879518072,-0.938650307,-0.803986711,-0.979166667,-0.963133641,-0.671871988,-0.100775194,-0.719101124,-0.275362319,3
-1,-0.404958678,-0.582278481,-0.686746988,-0.539877301,-0.867109635,-0.541666667,-0.059907834,-0.538847118,-0.472868217,-0.483146067,-0.565217391,3
-1,-0.785123967,-0.860759494,-0.614457831,-0.969325153,-0.936877076,-0.923611111,-0.612903226,-0.885482938,0.317829457,-0.662921348,0.217391304,4
1,-0.289256198,-0.291139241,-0.662650602,-0.966257669,0.19269103,-0.895833333,-0.769585253,-0.626373626,-0.395348837,0.191011236,-0.623188406,3
-1,-0.702479339,-0.632911392,-0.939759036,-0.993865031,-0.903654485,-0.930555556,-0.889400922,-0.796028533,-0.007751938,-0.853932584,-0.652173913,3
-1,-0.421487603,-0.493670886,-0.662650602,-0.819018405,-0.906976744,-0.826388889,-0.580645161,-0.831501832,-0.317829457,-0.595505618,0.333333333,5
1,-0.190082645,0.037974684,-0.975903614,-0.981595092,-0.797342193,-0.756944444,-0.806451613,-0.68806632,-0.255813953,-0.595505618,-0.47826087,3
-1,-0.107438017,-0.759493671,-0.493975904,-0.957055215,-0.873754153,-0.895833333,-0.548387097,-0.689223058,-0.426356589,-0.505617978,-0.420289855,2
1,-0.404958678,-0.379746835,-0.771084337,-0.926380368,-0.774086379,-0.895833333,-0.857142857,-0.634085213,0.007751938,-0.674157303,-0.275362319,3
-1,-0.454545455,-0.569620253,-0.819277108,-0.981595092,-0.853820598,-0.583333333,-0.184331797,-0.749759013,-0.426356589,-0.764044944,-0.652173913,3
-1,-0.537190083,-0.46835443,-0.602409639,-0.932515337,-0.916943522,-0.902777778,-0.6359447,-0.888567573,-0.131782946,-0.674157303,0.565217391,4
