type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-1,-0.421487603,-0.746835443,-0.530120482,-0.947852761,-0.870431894,-0.840277778,-0.626728111,-0.871602082,-0.658914729,-0.853932584,0.15942029,2
-1,-0.603305785,-0.620253165,-0.638554217,-0.941717791,-0.893687708,-0.805555556,-0.649769585,-0.863504916,-0.085271318,-0.561797753,0.101449275,2
-1,-0.388429752,-0.594936709,-0.686746988,-0.963190184,-0.890365449,-0.916666667,-0.414746544,-0.742047426,-0.457364341,-0.820224719,-0.565217391,1
1,-0.041322314,-0.316455696,-0.493975904,-0.944785276,-0.760797342,-0.833333333,-0.788018433,-0.61866204,-0.255813953,-0.449438202,-0.014492754,2
-1,-0.669421488,-0.784810127,-0.638554217,-0.975460123,-0.906976744,-0.625,-0.428571429,-0.853865433,-0.11627907,-0.820224719,-0.043478261,2
1,-0.619834711,-0.240506329,-0.903614458,-0.963190184,-0.794019934,-0.909722222,-0.820276498,-0.759012917,0.023255814,-0.640449438,-0.130434783,1
-1,-0.636363636,-0.64556962,-0.674698795,-0.542944785,-0.910299003,-0.791666667,-0.410138249,-0.731251205,-0.271317829,-0.752808989,0.449275362,2
-1,-0.603305785,-0.64556962,-0.662650602,-0.886503067,-0.943521595,-0.854166667,-0.543778802,-0.927125506,-0.596899225,-0.528089888,0.47826087,2
-1,-0.404958678,-0.797468354,-0.674698795,-0.542944785,-0.863787375,-0.833333333,-0.405529954,-0.564680933,-0.720930233,-0.764044944,-0.797101449,2
-1,-0.537190083,-0.556962025,-0.686746988,-0.935582822,-0.880398671,-0.875,-0.433179724,-0.907075381,-0.19379845,-0.707865169,0.449275362,2
1,0.05785124,-0.46835443,-0.313253012,-0.914110429,-0.797342193,-0.979166667,-0.98156682,-0.614806246,-0.503875969,-0.539325843,-0.536231884,1
1,-0.438016529,-0.341772152,-0.915662651,-0.975460123,-0.784053156,-0.972222222,-0.935483871,-0.60709466,-0.069767442,-0.337078652,-0.536231884,2
-1,-0.520661157,-0.683544304,-0.843373494,-0.981595092,-0.893687708,-0.444444444,-0.225806452,-0.811451706,-0.348837209,-0.775280899,-0.47826087,1
-1,-0.553719008,-0.544303797,-0.626506024,-0.602760736,-0.853820598,-0.868055556,-0.506912442,-0.678812416,-0.255813953,-0.617977528,-0.130434783,2
-1,-0.553719008,-0.620253165,-0.674698795,-0.895705521,-0.903654485,-0.75,-0.580645161,-0.87854251,-0.255813953,-0.573033708,0.333333333,2
-1,-0.256198347,-0.734177215,-0.301204819,-0.493865031,-0.867109635,-0.576388889,-0.046082949,-0.47985348,-0.550387597,-0.674157303,-0.623188406,2
-1,-0.454545455,-0.683544304,-0.530120482,-0.95398773,-0.910299003,-0.798611111,-0.456221198,-0.857721226,-0.131782946,-0.764044944,0.217391304,2
-1,-0.504132231,-0.569620253,-0.108433735,-0.932515337,-0.737541528,-0.847222222,-0.175115207,-0.78060536,0.224806202,-0.460674157,0.15942029,2
1,-0.338842975,-0.227848101,-0.65060241,-0.969325153,-0.651162791,-0.944444444,-0.894009217,-0.603238866,-0.162790698,0.505617978,-0.68115942,1
-1,-0.438016529,-0.53164557,-0.518072289,-0.662576687,-0.92358804,-0.770833333,-0.041474654,-0.645652593,-0.410852713,-0.674157303,-0.47826087,2
-1,-0.553719008,-0.759493671,-0.674698795,-0.86809816,-0.906976744,-0.916666667,-0.562211982,-0.82687488,-0.302325581,-0.786516854,0.101449275,2
-1,-0.685950413,-0.658227848,-0.807228916,-0.742331288,-0.853820598,-0.784722222,-0.516129032,-0.705802969,-0.007751938,-0.831460674,-0.304347826,2
-1,-0.520661157,-0.481012658,-0.987951807,-0.932515337,-0.870431894,-0.736111111,-0.396313364,-0.726624253,-0.19379845,-0.853932584,-0.565217391,1
-1,-0.58677686,-0.721518987,-0.313253012,-0.975460123,-0.338870432,-0.909722222,-0.585253456,-0.765182186,-0.317829457,-0.764044944,-0.420289855,2
-1,-0.685950413,-0.721518987,-0.759036145,-0.527607362,-0.88372093,-0.722222222,-0.506912442,-0.556198188,-0.224806202,-0.730337079,-0.739130435,2
-1,-0.685950413,-0.734177215,-0.614457831,-0.969325153,-0.930232558,-0.777777778,-0.465437788,-0.871602082,-0.054263566,-0.662921348,0.130434783,2
-1,-0.520661157,-0.784810127,-0.554216867,-0.957055215,-0.900332226,-0.770833333,-0.451612903,-0.80374012,-0.162790698,-0.573033708,-0.188405797,2
1,-0.652892562,-0.227848101,-0.903614458,-0.95398773,-0.794019934,-0.895833333,-0.917050691,-0.743589744,0.302325581,-0.382022472,-0.101449275,2
-1,-0.669421488,-0.632911392,-0.746987952,-0.938650307,-0.946843854,-0.923611111,-0.474654378,-0.911702333,0.03875969,-0.359550562,0.739130435,2
-1,-0.32231405,-0.759493671,-0.457831325,-0.972392638,-0.880398671,-0.888888889,-0.585253456,-0.823019086,-0.364341085,-0.808988764,-0.130434783,2
1,-0.123966942,-0.569620253,-0.493975904,-0.963190184,-0.837209302,-0.944444444,-0.944700461,-0.737420474,-0.286821705,-0.629213483,-0.014492754,1
-1,-0.58677686,-0.392405063,-0.421686747,-0.963190184,-0.913621262,-0.763888889,-0.585253456,-0.841912473,0.19379845,-0.415730337,0.217391304,2
-1,-0.47107438,-0.734177215,-0.662650602,-0.754601227,-0.880398671,-0.75,-0.00921659,-0.680354733,-0.178294574,-0.640449438,-0.304347826,2
-1,-0.520661157,-0.569620253,-0.686746988,-0.960122699,-0.903654485,-0.604166667,-0.391705069,-0.915558126,-0.565891473,-0.719101124,0.217391304,2
-1,-0.702479339,-0.772151899,-0.674698795,-0.966257669,-0.930232558,-0.791666667,-0.552995392,-0.930210141,-0.023255814,-0.831460674,0.420289855,2
-1,-0.553719008,-0.392405063,-0.975903614,-0.990797546,-0.887043189,-0.784722222,-0.571428571,-0.801426644,-0.348837209,-0.719101124,-0.47826087,1
-1,-0.537190083,-0.683544304,-0.590361446,-0.926380368,-0.850498339,-0.854166667,-0.377880184,-0.758241758,-0.162790698,-0.719101124,-0.304347826,2
-1,-0.289256198,-0.64556962,-0.518072289,-0.806748466,-0.863787375,-0.798611111,-0.580645161,-0.691922113,-0.162790698,-0.752808989,-0.391304348,2
-1,-0.388429752,-0.518987342,-0.65060241,-0.628834356,-0.863787375,-0.833333333,-0.064516129,-0.556969346,-0.178294574,-0.584269663,-0.623188406,2
1,-0.256198347,0.069620253,-0.987951807,-0.950920245,-0.797342193,-0.972222222,-0.963133641,-0.63022942,-0.069767442,-0.595505618,-0.130434783,1
-1,-0.58677686,-0.594936709,-0.614457831,-0.972392638,-0.930232558,-0.840277778,-0.562211982,-0.918257181,-0.240310078,-0.775280899,0.449275362,1
-1,-0.504132231,-0.759493671,-0.518072289,-0.716257669,-0.84717608,-0.722222222,-0.552995392,-0.683439368,-0.596899225,-0.617977528,-0.275362319,2
-1,-0.47107438,-0.64556962,-0.614457831,-0.780674847,-0.92358804,-0.798611111,-0.502304147,-0.827646038,-0.379844961,-0.528089888,0.391304348,2
-1,-0.570247934,-0.734177215,-0.662650602,-0.837423313,-0.873754153,-0.805555556,-0.562211982,-0.781376518,-0.333333333,-0.797752809,-0.130434783,2
-1,-0.570247934,-0.708860759,-0.578313253,-0.877300613,-0.900332226,-0.708333333,-0.350230415,-0.805282437,-0.286821705,-0.797752809,-0.130434783,2
-1,-0.636363636,-0.64556962,-0.65060241,-0.426380368,-0.860465116,-0.756944444,-0.225806452,-0.5373048,-0.348837209,-0.685393258,-0.710144928,1
-1,-0.520661157,-0.481012658,-0.674698795,-0.938650307,-0.920265781,-0.833333333,-0.6359447,-0.85540775,-0.488372093,-0.865168539,0.072463768,2
-1,-0.504132231,-0.64556962,-0.65060241,-0.653374233,-0.857142857,-0.652777778,-0.341013825,-0.678812416,-0.534883721,-0.595505618,-0.304347826,2
-1,-0.305785124,-0.53164557,-0.626506024,-0.874233129,-0.903654485,-0.986111111,-0.442396313,-0.816849817,-0.720930233,-0.438202247,0.188405797,1
-1,-0.669421488,-0.759493671,-0.602409639,-0.889570552,-0.903654485,-0.666666667,-0.414746544,-0.847310584,-0.317829457,-0.775280899,-0.043478261,2
1,-0.47107438,-0.240506329,-0.638554217,-0.880368098,-0.803986711,-0.868055556,-0.520737327,-0.536148062,-0.100775194,0.06741573,-0.362318841,1
-1,-0.338842975,-0.683544304,-0.554216867,-0.987730061,-0.887043189,-0.9375,-0.658986175,-0.839213418,-0.441860465,-0.820224719,-0.014492754,1
-1,-0.454545455,-0.734177215,-0.662650602,-0.935582822,-0.916943522,-0.847222222,-0.516129032,-0.732407943,-0.023255814,-0.528089888,-0.362318841,1
1,0.239669421,-0.544303797,-0.204819277,-0.944785276,-0.621262458,-0.986111111,-0.99078341,-0.641025641,-0.255813953,-0.651685393,0.130434783,2
-1,-0.421487603,-0.35443038,-0.65060241,-0.671779141,-0.916943522,-0.583333333,0.004608295,-0.625216888,-0.348837209,-0.617977528,-0.565217391,2
-1,-0.388429752,-0.708860759,-0.614457831,-0.736196319,-0.903654485,-0.631944444,-0.147465438,-0.634085213,-0.503875969,-0.617977528,-0.507246377,2
-1,-0.454545455,-0.189873418,-0.409638554,-0.963190184,-0.863787375,-0.888888889,-0.437788018,-0.71120108,-0.085271318,-0.595505618,-0.246376812,1
-1,-0.438016529,-0.594936709,-0.43373494,-0.86196319,-0.88372093,-0.875,-0.728110599,-0.850009639,-0.519379845,-0.786516854,0.333333333,1
-1,-0.371900826,-0.556962025,-0.445783133,-0.567484663,-0.873754153,-0.777777778,-0.331797235,-0.615191826,-0.519379845,-0.651685393,-0.333333333,1
-1,-0.520661157,-0.734177215,-0.614457831,-0.852760736,-0.873754153,-0.805555556,-0.382488479,-0.695777906,0.03875969,-0.730337079,-0.507246377,2
-1,-0.619834711,-0.64556962,-0.698795181,-0.47392638,-0.88372093,-0.673611111,-0.285714286,-0.529978793,-0.03875969,-0.707865169,-0.565217391,1
-1,-0.636363636,-0.594936709,-0.855421687,-0.837423313,-0.893687708,-0.770833333,-0.152073733,-0.718912666,-0.317829457,-0.438202247,-0.420289855,1
1,-0.355371901,-0.772151899,-0.590361446,-0.935582822,-0.810631229,-0.902777778,-0.760368664,-0.707345286,0.007751938,-0.370786517,0.101449275,2
-1,-0.239669421,-0.708860759,-0.614457831,-0.978527607,-0.870431894,-0.597222222,-0.506912442,-0.819934452,-0.410852713,-0.629213483,-0.130434783,2
-1,-0.47107438,-0.594936709,-0.65060241,-0.785276074,-0.946843854,-0.763888889,-0.456221198,-0.826103721,-0.333333333,-0.516853933,0.391304348,2
-1,-0.20661157,-0.772151899,-0.518072289,-0.984662577,-0.897009967,-0.868055556,-0.534562212,-0.799884326,-0.658914729,-0.887640449,-0.362318841,2
-1,-0.355371901,-0.506329114,-0.638554217,-0.858895706,-0.906976744,-0.805555556,-0.423963134,-0.72276846,0.023255814,-0.752808989,-0.130434783,2
-1,-0.520661157,-0.696202532,-0.626506024,-0.947852761,-0.88372093,-0.75,-0.506912442,-0.883555041,-0.11627907,-0.730337079,0.420289855,2
-1,-0.504132231,-0.708860759,-0.530120482,-0.524539877,-0.853820598,-0.513888889,-0.133640553,-0.54925776,-0.286821705,-0.528089888,-0.362318841,2
-1,-0.603305785,-0.64556962,-0.506024096,-0.865030675,-0.887043189,-0.659722222,-0.161290323,-0.765953345,-0.209302326,-0.528089888,-0.188405797,2
1,-0.487603306,-0.063291139,-0.963855422,-0.947852761,-0.850498339,-0.958333333,-0.953917051,-0.692693272,0.131782946,-0.539325843,0.014492754,2
-1,-0.338842975,-0.670886076,-0.674698795,-0.960122699,-0.860465116,-0.645833333,-0.129032258,-0.78060536,-0.209302326,-0.685393258,-0.15942029,2
1,-0.371900826,-0.506329114,-0.626506024,-0.947852761,-0.757475083,-0.847222222,-0.700460829,-0.57239252,0.240310078,-0.516853933,-0.507246377,1
1,-0.537190083,-0.265822785,-1,-0.950920245,-0.697674419,-0.659722222,-0.737327189,-0.678812416,0.348837209,-0.483146067,-0.014492754,2
1,0.074380165,-0.569620253,-0.373493976,-0.932515337,-0.50166113,-0.902777778,-0.68202765,-0.510699826,-0.286821705,-0.528089888,-0.594202899,1
-1,-0.32231405,-0.784810127,-0.614457831,-0.969325153,-0.853820598,-0.680555556,-0.33640553,-0.703489493,-0.11627907,-0.393258427,-0.536231884,2
-1,-0.537190083,-0.582278481,-0.626506024,-0.978527607,-0.96345515,-0.805555556,-0.617511521,-0.875072296,-0.162790698,-0.752808989,0.275362319,2
-1,-0.504132231,-0.683544304,-0.542168675,-0.76993865,-0.877076412,-0.840277778,-0.313364055,-0.672643146,-0.054263566,-0.584269663,-0.362318841,2
-1,-0.553719008,-0.683544304,-0.759036145,-0.975460123,-0.950166113,-0.805555556,-0.562211982,-0.82687488,-0.19379845,-0.640449438,-0.188405797,2
-1,-0.520661157,-0.64556962,-0.662650602,-0.944785276,-0.990033223,-0.756944444,-0.566820276,-0.863890495,-0.162790698,-0.808988764,0.072463768,2
-1,-0.636363636,-0.518987342,-0.686746988,-0.911042945,-0.913621262,-0.743055556,-0.516129032,-0.937921727,-0.286821705,-0.719101124,0.623188406,2
-1,-0.685950413,-0.670886076,-0.710843373,-0.472392638,-0.833887043,-0.847222222,-0.456221198,-0.590514748,-0.100775194,-0.685393258,-0.391304348,1
-1,-0.404958678,-0.632911392,-0.626506024,-0.966257669,-0.913621262,-0.847222222,-0.520737327,-0.788316946,-0.457364341,-0.820224719,-0.15942029,1
-1,-0.702479339,-0.670886076,-0.686746988,-0.843558282,-0.926910299,-0.923611111,-0.658986175,-0.799884326,-0.178294574,-0.820224719,-0.188405797,1
-1,-0.404958678,-0.708860759,-0.481927711,-0.975460123,-0.88372093,-0.854166667,-0.506912442,-0.742047426,-0.224806202,-0.550561798,-0.246376812,2
-1,-0.520661157,-0.620253165,-0.397590361,-0.647239264,-0.880398671,-0.743055556,-0.442396313,-0.603238866,-0.503875969,-0.651685393,-0.739130435,2
1,-0.404958678,-0.113924051,-1,-0.960122699,-0.777408638,-0.930555556,-0.870967742,-0.587815693,0.224806202,-0.617977528,-0.594202899,1
-1,-0.454545455,-0.607594937,-0.795180723,-0.987730061,-0.890365449,-0.861111111,-0.3640553,-0.771351456,-0.364341085,-0.797752809,-0.536231884,1
1,-0.47107438,-0.455696203,-0.638554217,-0.957055215,-0.747508306,-0.965277778,-0.847926267,-0.755157124,-0.054263566,-0.730337079,0.130434783,2
-1,-0.58677686,-0.620253165,0.096385542,-0.766871166,-0.916943522,-0.659722222,-0.110599078,-0.736649316,0.03875969,-0.696629213,0.072463768,2
1,0.520661157,-0.594936709,-0.21686747,-0.938650307,-0.720930233,-0.902777778,-0.811059908,-0.518411413,-0.488372093,-0.561797753,-0.246376812,1
-1,-0.619834711,-0.670886076,-0.662650602,-0.966257669,-0.887043189,-0.840277778,-0.576036866,-0.920185078,-0.348837209,-0.752808989,0.304347826,2
1,-0.272727273,0.158227848,-0.674698795,-0.95398773,-0.737541528,-0.958333333,-0.921658986,-0.649508386,-0.162790698,-0.719101124,-0.420289855,1
1,-0.338842975,-0.291139241,-0.771084337,-0.957055215,-0.760797342,-0.888888889,-0.529953917,-0.649508386,-0.069767442,-0.640449438,-0.565217391,1
-1,-0.223140496,-0.759493671,-0.325301205,-0.487730061,-0.84717608,-0.680555556,-0.248847926,-0.484866011,-0.457364341,-0.494382022,-0.623188406,2
-1,-0.123966942,-0.64556962,-0.409638554,-0.957055215,-0.833887043,-0.9375,-0.511520737,-0.66493156,-0.333333333,-0.730337079,-0.391304348,1
1,-0.454545455,-0.253164557,-0.987951807,-0.947852761,-0.764119601,-0.819444444,-0.829493088,-0.67649894,0.085271318,-0.595505618,-0.217391304,2
-1,-0.685950413,-0.746835443,-0.638554217,-0.941717791,-0.877076412,-0.743055556,-0.451612903,-0.782147677,-0.03875969,-0.685393258,-0.449275362,2
-1,-0.404958678,-0.746835443,-0.65060241,-0.966257669,-0.873754153,-0.895833333,-0.566820276,-0.794871795,-0.131782946,-0.741573034,-0.246376812,2
-1,-0.438016529,-0.132911392,-0.746987952,-0.726993865,-0.797342193,-0.777777778,-0.235023041,-0.614806246,-0.565891473,-0.629213483,-0.68115942,2
1,-0.404958678,-0.544303797,-0.65060241,-0.938650307,-0.740863787,-0.826388889,-0.695852535,-0.639868903,0.03875969,-0.483146067,-0.130434783,1
-1,-0.487603306,-0.721518987,-0.530120482,-0.834355828,-0.913621262,-0.701388889,-0.377880184,-0.841141315,-0.395348837,-0.876404494,0.304347826,2
-1,-0.338842975,-0.772151899,-0.626506024,-0.644171779,-0.853820598,-0.6875,-0.382488479,-0.580104106,-0.472868217,-0.651685393,-0.739130435,2
1,-0.47107438,-0.240506329,-0.638554217,-0.880368098,-0.803986711,-0.868055556,-0.520737327,-0.536148062,-0.100775194,0.06741573,-0.362318841,1
-1,-0.338842975,-0.620253165,-0.108433735,-0.963190184,-0.920265781,-0.777777778,-0.30875576,-0.850009639,-0.11627907,-0.662921348,0.391304348,2
-1,-0.58677686,-0.607594937,-0.590361446,-0.950920245,-0.880398671,-0.868055556,-0.67281106,-0.784461153,-0.100775194,-0.764044944,-0.362318841,1
-1,-0.47107438,-0.734177215,-0.590361446,-0.757668712,-0.920265781,-0.791666667,0.138248848,-0.684210526,-0.224806202,-0.617977528,-0.275362319,2
-1,-0.603305785,-0.582278481,-0.674698795,-0.86809816,-0.910299003,-0.798611111,-0.410138249,-0.784461153,-0.255813953,-0.775280899,-0.304347826,2
-1,-0.537190083,-0.569620253,-0.710843373,-0.917177914,-0.916943522,-0.805555556,-0.571428571,-0.876614613,-0.410852713,-0.797752809,0.246376812,2
-1,-0.570247934,-0.670886076,-0.746987952,-0.800613497,-0.897009967,-0.763888889,-0.281105991,-0.672643146,0.03875969,-0.595505618,-0.449275362,2
1,-0.074380165,-0.582278481,-0.289156627,-0.932515337,-0.76744186,-0.944444444,-0.889400922,-0.59552728,-0.379844961,-0.640449438,0.15942029,2
1,-0.008264463,-0.430379747,-0.542168675,-0.941717791,-0.760797342,-0.770833333,-0.723502304,-0.608636977,-0.333333333,-0.595505618,-0.47826087,1
-1,-0.454545455,-0.594936709,-0.710843373,-0.616564417,-0.863787375,-0.645833333,-0.087557604,-0.580104106,-0.410852713,-0.696629213,-0.768115942,1
-1,-0.421487603,-0.740506329,-0.626506024,-0.966257669,-0.830564784,-0.770833333,-0.520737327,-0.645652593,0.550387597,-0.471910112,-0.275362319,2
-1,-0.685950413,-0.664556962,-0.662650602,-0.806748466,-0.910299003,-0.6875,-0.33640553,-0.773279352,-0.007751938,-0.752808989,-0.188405797,2
-1,-0.388429752,-0.613924051,-0.518072289,-0.438650307,-0.833887043,-0.701388889,-0.244239631,-0.50298824,-0.581395349,-0.730337079,-0.710144928,1
-1,-0.32231405,-0.658227848,-0.674698795,-0.966257669,-0.916943522,-0.833333333,-0.465437788,-0.854636591,-0.612403101,-0.674157303,0.130434783,2
-1,-0.272727273,-0.53164557,-0.674698795,-0.966257669,-0.936877076,-0.9375,-0.755760369,-0.799884326,-0.612403101,-0.707865169,-0.304347826,1
-1,-0.537190083,-0.708860759,-0.759036145,-0.668711656,-0.88372093,-0.694444444,-0.423963134,-0.655677656,-0.627906977,-0.674157303,-0.507246377,2
-1,-0.58677686,-0.670886076,-0.493975904,-0.800613497,-0.880398671,-0.576388889,-0.064516129,-0.678812416,-0.255813953,-0.651685393,-0.565217391,2
1,-0.388429752,-0.46835443,-0.626506024,-0.969325153,-0.764119601,-0.902777778,-0.834101382,-0.587815693,-0.085271318,-0.528089888,-0.710144928,1
-1,-0.47107438,-0.784810127,-0.554216867,-0.972392638,-0.936877076,-0.826388889,-0.68202765,-0.80374012,-0.100775194,-0.730337079,-0.188405797,2
-1,-0.504132231,-0.594936709,-0.638554217,-0.987730061,-0.867109635,-0.854166667,-0.506912442,-0.777135146,-0.19379845,-0.561797753,-0.362318841,1
-1,-0.438016529,-0.759493671,-0.626506024,-0.975460123,-0.877076412,-0.75,-0.405529954,-0.738191633,-0.03875969,-0.606741573,-0.362318841,2
-1,-0.537190083,-0.721518987,-0.65060241,-0.576687117,-0.877076412,-0.736111111,-0.483870968,-0.566994409,-0.488372093,-0.685393258,-0.68115942,2
-1,-0.636363636,-0.784810127,-0.746987952,-0.834355828,-0.863787375,-0.826388889,-0.410138249,-0.738191633,-0.441860465,-0.640449438,-0.47826087,2
1,-0.553719008,-0.151898734,-1,-0.886503067,-0.840531561,-0.930555556,-0.935483871,-0.700404858,0.131782946,-0.617977528,0.101449275,1
-1,-0.388429752,-0.734177215,-0.590361446,-0.981595092,-0.830564784,-0.826388889,-0.516129032,-0.76903798,0.224806202,-0.719101124,-0.217391304,2
-1,-0.58677686,-0.493670886,-0.614457831,-0.693251534,-0.867109635,-0.743055556,-0.064516129,-0.576248313,0.162790698,-0.584269663,-0.623188406,2
-1,-0.487603306,-0.810126582,-0.65060241,-0.947852761,-0.920265781,-0.909722222,-0.649769585,-0.837671101,-0.410852713,-0.595505618,-0.072463768,2
-1,-0.47107438,-0.329113924,-0.975903614,-0.987730061,-0.910299003,-0.736111111,-0.534562212,-0.772893773,-0.255813953,-0.887640449,-0.710144928,1
-1,-0.768595041,-0.734177215,-0.626506024,-0.966257669,-0.870431894,-0.888888889,-0.746543779,-0.906689801,-0.19379845,-0.831460674,0.15942029,2
-1,-0.388429752,-0.772151899,-0.626506024,-0.819018405,-0.933554817,-0.638888889,-0.290322581,-0.782147677,-0.519379845,-0.820224719,-0.15942029,2
-1,-0.47107438,-0.594936709,-0.626506024,-0.82208589,-0.926910299,-0.743055556,-0.497695853,-0.79795643,0.023255814,-0.595505618,0.217391304,2
-1,-0.388429752,-0.556962025,-0.662650602,-0.72392638,-0.860465116,-0.826388889,-0.304147465,-0.622517833,-0.379844961,-0.651685393,-0.652173913,2
1,0.05785124,-0.151898734,-0.530120482,-0.960122699,-0.850498339,-0.965277778,-0.949308756,-0.59552728,-0.302325581,-0.719101124,-0.420289855,1
-1,-0.636363636,-0.696202532,-0.614457831,-0.825153374,-0.930232558,-0.770833333,-0.433179724,-0.71120108,0.240310078,-0.786516854,-0.304347826,1
-1,-0.520661157,-0.696202532,-0.686746988,-0.63190184,-0.853820598,-0.701388889,-0.188940092,-0.579332948,0.085271318,-0.775280899,-0.507246377,1
-1,-0.570247934,-0.53164557,-0.771084337,-0.911042945,-0.803986711,-0.881944444,-0.562211982,-0.7574706,-0.519379845,-0.820224719,-0.710144928,2
-1,-0.454545455,-0.64556962,-0.409638554,-0.819018405,-0.893687708,-0.8125,-0.516129032,-0.788316946,0.069767442,-0.595505618,0.217391304,2
-1,-0.454545455,-0.772151899,-0.614457831,-0.644171779,-0.870431894,-0.756944444,-0.451612903,-0.63022942,-0.689922481,-0.640449438,-0.594202899,2
1,-0.487603306,-0.367088608,-0.951807229,-0.972392638,-0.747508306,-0.875,-0.801843318,-0.66493156,-0.023255814,-0.370786517,-0.565217391,1
1,-0.421487603,-0.151898734,-0.975903614,-0.950920245,-0.790697674,-0.791666667,-0.603686636,-0.67032967,-0.069767442,-0.483146067,-0.101449275,2
-1,-0.553719008,-0.734177215,-0.662650602,-0.975460123,-0.877076412,-0.826388889,-0.723502304,-0.811837286,0.100775194,-0.707865169,-0.101449275,2
1,0.454545455,-0.607594937,-0.13253012,-0.950920245,-0.790697674,-0.965277778,-0.894009217,-0.553113553,-0.751937984,-0.325842697,-0.47826087,2
-1,-0.570247934,-0.607594937,-0.361445783,-0.748466258,-0.840531561,-0.756944444,-0.00921659,-0.641025641,-0.302325581,-0.752808989,-0.68115942,1
-1,-0.47107438,-0.797468354,-0.56626506,-0.938650307,-0.933554817,-0.8125,-0.576036866,-0.839984577,-0.395348837,-0.831460674,-0.072463768,2
-1,-0.652892562,-0.759493671,-0.686746988,-0.791411043,-0.916943522,-0.777777778,-0.460829493,-0.695777906,0.19379845,-0.775280899,-0.391304348,2
-1,-0.553719008,-0.417721519,-0.710843373,-0.665644172,-0.860465116,-0.618055556,-0.239631336,-0.661846925,-0.441860465,-0.617977528,-0.47826087,2
-1,-0.520661157,-0.544303797,-0.662650602,-0.763803681,-0.916943522,-0.805555556,-0.65437788,-0.830345094,-0.627906977,-0.808988764,0.304347826,2
-1,-0.619834711,-0.518987342,-0.759036145,-0.81595092,-0.920265781,-0.833333333,-0.396313364,-0.742047426,-0.100775194,-0.471910112,-0.304347826,2
1,-0.454545455,-0.227848101,-0.975903614,-0.941717791,-0.760797342,-0.888888889,-0.626728111,-0.60131097,0.178294574,-0.573033708,-0.507246377,2
-1,-0.123966942,-0.658227848,-0.457831325,-0.693251534,-0.913621262,-0.8125,-0.456221198,-0.61866204,-0.255813953,-0.730337079,-0.304347826,2
-1,0.008264463,0.272151899,-0.445783133,-0.975460123,-0.877076412,-0.770833333,-0.175115207,-0.634085213,-0.534883721,-0.696629213,-0.362318841,1
-1,-0.520661157,-0.582278481,-0.493975904,-0.82208589,-0.837209302,-0.819444444,-0.331797235,-0.680354733,-0.317829457,-0.752808989,-0.536231884,1
-1,-0.702479339,-0.772151899,-0.626506024,-0.972392638,-0.903654485,-0.895833333,-0.640552995,-0.796028533,-0.03875969,-0.595505618,-0.391304348,2
-1,-0.487603306,-0.632911392,-0.638554217,-0.766871166,-0.943521595,-0.763888889,-0.511520737,-0.833044149,-0.565891473,-0.831460674,0.246376812,2
-1,-0.504132231,-0.594936709,-0.638554217,-0.917177914,-0.933554817,-0.902777778,-0.658986175,-0.865047233,-0.054263566,-0.539325843,0.333333333,2
-1,-0.504132231,-0.544303797,-0.710843373,-0.877300613,-0.900332226,-0.840277778,-0.456221198,-0.853865433,-0.147286822,-0.865168539,0.333333333,2
-1,-0.487603306,-0.455696203,-0.662650602,-0.73006135,-0.843853821,-0.805555556,-0.184331797,-0.659533449,-0.302325581,-0.764044944,-0.594202899,1
-1,-0.487603306,-0.594936709,-0.807228916,-0.975460123,-0.860465116,-0.902777778,-0.585253456,-0.73433584,-0.224806202,-0.820224719,-0.565217391,1
-1,-0.537190083,-0.696202532,-0.662650602,-0.963190184,-0.936877076,-0.736111111,-0.419354839,-0.818392134,-0.03875969,-0.730337079,-0.014492754,1
1,-0.256198347,-0.221518987,-0.734939759,-0.938650307,-0.740863787,-0.965277778,-0.940092166,-0.57239252,-0.162790698,-0.561797753,-0.623188406,1
-1,-0.652892562,-0.670886076,-0.674698795,-0.460122699,-0.870431894,-0.645833333,-0.253456221,-0.529978793,-0.023255814,-0.752808989,-0.594202899,1
-1,-0.041322314,-0.170886076,-0.746987952,-0.957055215,-0.900332226,-0.861111111,-0.474654378,-0.816078658,-0.565891473,-0.123595506,0.333333333,2
-1,-0.537190083,-0.670886076,-0.325301205,-0.54601227,-0.853820598,-0.784722222,-0.377880184,-0.576248313,-0.395348837,-0.696629213,-0.623188406,1
-1,-0.570247934,-0.569620253,-0.759036145,-0.561349693,-0.830564784,-0.75,-0.281105991,-0.568536726,-0.364341085,-0.741573034,-0.710144928,1
-1,-0.801652893,-0.746835443,-0.518072289,-0.960122699,-0.980066445,-0.868055556,-0.576036866,-0.900134953,0.007751938,-0.629213483,0.173913043,2
1,-0.388429752,-0.202531646,-0.674698795,-0.957055215,-0.754152824,-0.888888889,-0.608294931,-0.651050704,-0.162790698,-0.595505618,-0.47826087,2
-1,-0.553719008,-0.708860759,-0.56626506,-0.518404908,-0.903654485,-0.708333333,-0.414746544,-0.532292269,-0.162790698,-0.786516854,-0.768115942,1
1,-0.140495868,-0.405063291,-0.626506024,-0.935582822,-0.750830565,-0.840277778,-0.451612903,-0.564680933,-0.085271318,-0.561797753,-0.594202899,1
